location_id,latitude,longitude,period_1_intensity_m,period_2_intensity_m,period_3_intensity_m,period_1_variance,period_2_variance,period_3_variance,hazard_type,unit
EUR_FLOO_214804,69.74,6.83,1.488,1.755,2.178,0.244,0.412,0.44,flood,meters
EUR_FLOO_214805,69.74,6.92,1.239,1.497,1.867,0.247,0.345,0.491,flood,meters
EUR_FLOO_214806,69.74,7.01,1.43,1.699,2.11,0.304,0.37,0.626,flood,meters
EUR_FLOO_214807,69.74,7.1,1.457,1.772,2.15,0.294,0.438,0.524,flood,meters
EUR_FLOO_214808,69.74,7.19,1.397,1.653,2.015,0.31,0.361,0.534,flood,meters
EUR_FLOO_214809,69.74,7.28,1.509,1.744,2.232,0.358,0.38,0.486,flood,meters
EUR_FLOO_214810,69.74,7.37,1.436,1.71,2.278,0.254,0.305,0.595,flood,meters
EUR_FLOO_214811,69.74,7.46,1.544,1.81,2.37,0.357,0.436,0.539,flood,meters
EUR_FLOO_214812,69.74,7.55,1.527,1.813,2.25,0.345,0.443,0.46,flood,meters
EUR_FLOO_214813,69.74,7.64,1.379,1.668,2.232,0.256,0.333,0.543,flood,meters
EUR_FLOO_214814,69.74,7.73,1.514,1.8,2.38,0.275,0.367,0.669,flood,meters
EUR_FLOO_214815,69.74,7.82,1.462,1.724,2.206,0.271,0.294,0.652,flood,meters
EUR_FLOO_214816,69.74,7.91,1.307,1.53,1.884,0.256,0.247,0.523,flood,meters
EUR_FLOO_214817,69.74,8.0,1.345,1.665,2.099,0.238,0.262,0.584,flood,meters
EUR_FLOO_214818,69.74,8.09,1.234,1.526,1.927,0.254,0.286,0.425,flood,meters
EUR_FLOO_214819,69.74,8.18,1.314,1.636,2.053,0.242,0.402,0.538,flood,meters
EUR_FLOO_214820,69.74,8.27,1.269,1.483,1.912,0.196,0.331,0.391,flood,meters
EUR_FLOO_214821,69.74,8.36,1.372,1.59,2.064,0.276,0.337,0.486,flood,meters
EUR_FLOO_214822,69.74,8.45,1.362,1.641,2.033,0.213,0.314,0.424,flood,meters
EUR_FLOO_214823,69.74,8.54,1.416,1.663,2.188,0.344,0.318,0.585,flood,meters
EUR_FLOO_214824,69.74,8.63,1.26,1.45,1.882,0.267,0.227,0.41,flood,meters
EUR_FLOO_214825,69.74,8.72,1.379,1.658,2.096,0.278,0.264,0.476,flood,meters
EUR_FLOO_214826,69.74,8.81,1.378,1.698,2.192,0.282,0.318,0.47,flood,meters
EUR_FLOO_214827,69.74,8.9,1.248,1.558,1.961,0.242,0.366,0.549,flood,meters
EUR_FLOO_214828,69.74,8.99,1.415,1.65,2.007,0.316,0.288,0.49,flood,meters
EUR_FLOO_214829,69.74,9.08,1.368,1.599,1.948,0.234,0.336,0.472,flood,meters
EUR_FLOO_214830,69.74,9.17,1.427,1.685,2.15,0.315,0.276,0.438,flood,meters
EUR_FLOO_214831,69.74,9.26,1.35,1.669,2.173,0.274,0.29,0.635,flood,meters
EUR_FLOO_214832,69.74,9.35,1.404,1.722,2.285,0.294,0.381,0.669,flood,meters
EUR_FLOO_214833,69.74,9.44,1.362,1.658,2.166,0.246,0.269,0.64,flood,meters
EUR_FLOO_214834,69.74,9.53,1.543,1.83,2.243,0.267,0.339,0.549,flood,meters
EUR_FLOO_214835,69.74,9.62,1.49,1.858,2.352,0.281,0.37,0.546,flood,meters
EUR_FLOO_214836,69.74,9.71,1.329,1.636,2.025,0.285,0.356,0.545,flood,meters
EUR_FLOO_214837,69.74,9.8,1.456,1.727,2.135,0.257,0.302,0.613,flood,meters
EUR_FLOO_214838,69.74,9.89,1.378,1.712,2.13,0.261,0.396,0.62,flood,meters
EUR_FLOO_214839,69.74,9.98,1.522,1.851,2.496,0.236,0.449,0.637,flood,meters
EUR_FLOO_214840,69.74,10.07,1.316,1.558,2.022,0.288,0.308,0.414,flood,meters
EUR_FLOO_214841,69.74,10.16,1.371,1.694,2.258,0.338,0.272,0.475,flood,meters
EUR_FLOO_214842,69.74,10.25,1.418,1.685,2.135,0.249,0.397,0.639,flood,meters
EUR_FLOO_214843,69.74,10.34,1.291,1.562,1.88,0.302,0.375,0.555,flood,meters
EUR_FLOO_214844,69.74,10.43,1.356,1.641,2.044,0.241,0.35,0.535,flood,meters
EUR_FLOO_214845,69.74,10.52,1.537,1.909,2.317,0.375,0.444,0.594,flood,meters
EUR_FLOO_214846,69.74,10.61,1.333,1.575,2.003,0.23,0.237,0.507,flood,meters
EUR_FLOO_214847,69.74,10.7,1.444,1.706,2.118,0.334,0.418,0.449,flood,meters
EUR_FLOO_214848,69.74,10.79,1.551,1.834,2.289,0.296,0.438,0.602,flood,meters
EUR_FLOO_214849,69.74,10.88,1.337,1.548,1.954,0.278,0.236,0.482,flood,meters
EUR_FLOO_214850,69.74,10.97,1.513,1.877,2.475,0.302,0.317,0.68,flood,meters
EUR_FLOO_214851,69.74,11.06,1.304,1.572,2.005,0.227,0.241,0.532,flood,meters
EUR_FLOO_214852,69.74,11.15,1.42,1.701,2.285,0.266,0.382,0.604,flood,meters
EUR_FLOO_214853,69.74,11.24,1.399,1.693,2.18,0.299,0.396,0.512,flood,meters
EUR_FLOO_214854,69.74,11.33,1.432,1.722,2.254,0.217,0.262,0.655,flood,meters
EUR_FLOO_214855,69.74,11.42,1.325,1.538,1.885,0.223,0.357,0.411,flood,meters
EUR_FLOO_214856,69.74,11.51,1.458,1.738,2.275,0.318,0.336,0.463,flood,meters
EUR_FLOO_214857,69.74,11.6,1.355,1.659,2.125,0.215,0.347,0.594,flood,meters
EUR_FLOO_214858,69.74,11.69,1.314,1.547,1.872,0.317,0.348,0.515,flood,meters
EUR_FLOO_214859,69.74,11.78,1.305,1.593,2.023,0.233,0.352,0.604,flood,meters
EUR_FLOO_214860,69.74,11.87,1.405,1.648,2.022,0.308,0.334,0.548,flood,meters
EUR_FLOO_214861,69.74,11.96,1.473,1.751,2.3,0.272,0.349,0.515,flood,meters
EUR_FLOO_214862,69.74,12.05,1.305,1.532,1.958,0.304,0.366,0.565,flood,meters
EUR_FLOO_214863,69.74,12.14,1.312,1.523,1.932,0.301,0.238,0.546,flood,meters
EUR_FLOO_214864,69.74,12.23,1.267,1.469,1.865,0.288,0.347,0.456,flood,meters
EUR_FLOO_214865,69.74,12.32,1.525,1.82,2.197,0.3,0.398,0.634,flood,meters
EUR_FLOO_214866,69.74,12.41,1.505,1.751,2.311,0.315,0.433,0.678,flood,meters
EUR_FLOO_214867,69.74,12.5,1.299,1.608,2.116,0.234,0.366,0.489,flood,meters
EUR_FLOO_214868,69.74,12.59,1.467,1.69,2.161,0.226,0.389,0.592,flood,meters
EUR_FLOO_214869,69.74,12.68,1.544,1.872,2.252,0.384,0.361,0.638,flood,meters
EUR_FLOO_214870,69.74,12.77,1.536,1.876,2.431,0.305,0.465,0.534,flood,meters
EUR_FLOO_214871,69.74,12.86,1.419,1.735,2.1,0.309,0.394,0.573,flood,meters
EUR_FLOO_214872,69.74,12.95,1.561,1.834,2.217,0.241,0.306,0.569,flood,meters
EUR_FLOO_214873,69.74,13.04,1.517,1.811,2.389,0.266,0.405,0.691,flood,meters
EUR_FLOO_214874,69.74,13.13,1.493,1.817,2.319,0.294,0.327,0.651,flood,meters
EUR_FLOO_214875,69.74,13.22,1.423,1.728,2.273,0.349,0.425,0.481,flood,meters
EUR_FLOO_214876,69.74,13.31,1.291,1.544,1.945,0.294,0.33,0.395,flood,meters
EUR_FLOO_214877,69.74,13.4,1.448,1.788,2.384,0.338,0.409,0.605,flood,meters
EUR_FLOO_214878,69.74,13.49,1.465,1.739,2.342,0.291,0.352,0.674,flood,meters
EUR_FLOO_214879,69.74,13.58,1.361,1.649,2.146,0.261,0.37,0.588,flood,meters
EUR_FLOO_214880,69.74,13.67,1.437,1.727,2.177,0.341,0.337,0.561,flood,meters
EUR_FLOO_214881,69.74,13.76,1.307,1.504,1.949,0.25,0.319,0.51,flood,meters
EUR_FLOO_214882,69.74,13.85,1.287,1.574,2.094,0.25,0.362,0.449,flood,meters
EUR_FLOO_214883,69.74,13.94,1.395,1.673,2.223,0.331,0.39,0.516,flood,meters
EUR_FLOO_214884,69.74,14.03,1.315,1.572,1.931,0.307,0.309,0.52,flood,meters
EUR_FLOO_214885,69.74,14.12,1.435,1.761,2.323,0.324,0.38,0.545,flood,meters
EUR_FLOO_214886,69.74,14.21,1.175,1.403,1.696,0.283,0.278,0.49,flood,meters
EUR_FLOO_214887,69.74,14.3,1.347,1.608,2.16,0.327,0.372,0.455,flood,meters
EUR_FLOO_214888,69.74,14.39,1.314,1.609,2.133,0.206,0.252,0.634,flood,meters
EUR_FLOO_214889,69.74,14.48,1.41,1.719,2.108,0.286,0.37,0.518,flood,meters
EUR_FLOO_214890,69.74,14.57,1.274,1.528,1.98,0.262,0.308,0.532,flood,meters
EUR_FLOO_214891,69.74,14.66,1.402,1.681,2.177,0.277,0.411,0.473,flood,meters
EUR_FLOO_214892,69.74,14.75,1.379,1.593,2.058,0.292,0.316,0.499,flood,meters
EUR_FLOO_214893,69.74,14.84,1.221,1.52,1.944,0.25,0.291,0.389,flood,meters
EUR_FLOO_214894,69.74,14.93,1.224,1.525,1.867,0.202,0.282,0.449,flood,meters
EUR_FLOO_214895,69.74,15.02,1.28,1.515,1.965,0.285,0.37,0.493,flood,meters
EUR_FLOO_214896,69.74,15.11,1.268,1.507,1.969,0.2,0.322,0.468,flood,meters
EUR_FLOO_214897,69.74,15.2,1.297,1.543,2.076,0.305,0.278,0.55,flood,meters
EUR_FLOO_214898,69.74,15.29,1.168,1.396,1.852,0.276,0.339,0.409,flood,meters
EUR_FLOO_214899,69.74,15.38,1.307,1.553,2.022,0.197,0.349,0.415,flood,meters
EUR_FLOO_214900,69.74,15.47,1.332,1.622,1.969,0.261,0.313,0.553,flood,meters
EUR_FLOO_214901,69.74,15.56,1.331,1.533,1.883,0.32,0.258,0.453,flood,meters
EUR_FLOO_214902,69.74,15.65,1.326,1.581,1.964,0.311,0.302,0.463,flood,meters
EUR_FLOO_214903,69.74,15.74,1.296,1.545,2.084,0.199,0.239,0.466,flood,meters
EUR_FLOO_214904,69.74,15.83,1.229,1.519,1.859,0.272,0.328,0.499,flood,meters
EUR_FLOO_214905,69.74,15.92,1.189,1.477,1.976,0.276,0.286,0.592,flood,meters
EUR_FLOO_214906,69.74,16.01,1.32,1.596,2.024,0.254,0.395,0.435,flood,meters
EUR_FLOO_214907,69.74,16.1,1.146,1.355,1.819,0.238,0.252,0.384,flood,meters
EUR_FLOO_214908,69.74,16.19,1.365,1.648,2.041,0.248,0.403,0.556,flood,meters
EUR_FLOO_214909,69.74,16.28,1.365,1.656,2.175,0.298,0.276,0.466,flood,meters
EUR_FLOO_214910,69.74,16.37,1.259,1.567,2.073,0.211,0.368,0.538,flood,meters
EUR_FLOO_214911,69.74,16.46,1.314,1.594,1.991,0.248,0.297,0.558,flood,meters
EUR_FLOO_214912,69.74,16.55,1.294,1.549,1.918,0.278,0.261,0.542,flood,meters
EUR_FLOO_214913,69.74,16.64,1.228,1.525,1.843,0.29,0.3,0.541,flood,meters
EUR_FLOO_214914,69.74,16.73,1.162,1.378,1.676,0.26,0.31,0.437,flood,meters
EUR_FLOO_214915,69.74,16.82,1.2,1.491,1.913,0.207,0.301,0.52,flood,meters
EUR_FLOO_214916,69.74,16.91,1.336,1.635,1.969,0.234,0.312,0.49,flood,meters
EUR_FLOO_214917,69.74,17.0,1.253,1.477,1.89,0.259,0.311,0.429,flood,meters
EUR_FLOO_214918,69.74,17.09,1.344,1.661,2.243,0.327,0.343,0.45,flood,meters
EUR_FLOO_214919,69.74,17.18,1.285,1.482,1.886,0.296,0.251,0.499,flood,meters
EUR_FLOO_214920,69.74,17.27,1.322,1.585,2.03,0.298,0.296,0.599,flood,meters
EUR_FLOO_214921,69.74,17.36,1.162,1.397,1.758,0.26,0.333,0.523,flood,meters
EUR_FLOO_214922,69.74,17.45,1.351,1.662,2.068,0.253,0.412,0.571,flood,meters
EUR_FLOO_214923,69.74,17.54,1.232,1.487,1.914,0.189,0.25,0.529,flood,meters
EUR_FLOO_214924,69.74,17.63,1.265,1.563,1.964,0.196,0.386,0.563,flood,meters
EUR_FLOO_214925,69.74,17.72,1.364,1.641,2.157,0.32,0.39,0.483,flood,meters
EUR_FLOO_214926,69.74,17.81,1.217,1.49,1.959,0.204,0.359,0.449,flood,meters
EUR_FLOO_214927,69.74,17.9,1.292,1.594,2.086,0.242,0.312,0.512,flood,meters
EUR_FLOO_214928,69.74,17.99,1.388,1.639,2.192,0.281,0.302,0.605,flood,meters
EUR_FLOO_214929,69.74,18.08,1.283,1.54,1.887,0.3,0.232,0.425,flood,meters
EUR_FLOO_214930,69.74,18.17,1.372,1.587,2.047,0.305,0.31,0.597,flood,meters
EUR_FLOO_214931,69.74,18.26,1.336,1.634,2.201,0.306,0.368,0.516,flood,meters
EUR_FLOO_214932,69.74,18.35,1.281,1.561,1.998,0.241,0.348,0.525,flood,meters
EUR_FLOO_214933,69.74,18.44,1.46,1.697,2.144,0.265,0.398,0.583,flood,meters
EUR_FLOO_214934,69.74,18.53,1.244,1.452,1.753,0.265,0.309,0.351,flood,meters
EUR_FLOO_214935,69.74,18.62,1.324,1.649,2.197,0.23,0.255,0.592,flood,meters
EUR_FLOO_214936,69.74,18.71,1.426,1.675,2.119,0.268,0.326,0.438,flood,meters
EUR_FLOO_214937,69.74,18.8,1.477,1.716,2.222,0.312,0.416,0.53,flood,meters
EUR_FLOO_214938,69.74,18.89,1.353,1.685,2.179,0.267,0.417,0.563,flood,meters
EUR_FLOO_214939,69.74,18.98,1.327,1.555,1.97,0.294,0.288,0.437,flood,meters
EUR_FLOO_214940,69.74,19.07,1.269,1.575,1.952,0.204,0.277,0.462,flood,meters
EUR_FLOO_214941,69.74,19.16,1.348,1.662,2.093,0.312,0.307,0.574,flood,meters
EUR_FLOO_214942,69.74,19.25,1.425,1.654,2.198,0.275,0.337,0.597,flood,meters
EUR_FLOO_214943,69.74,19.34,1.369,1.654,2.075,0.284,0.405,0.462,flood,meters
EUR_FLOO_214944,69.74,19.43,1.409,1.757,2.132,0.301,0.312,0.579,flood,meters
EUR_FLOO_214945,69.74,19.52,1.476,1.763,2.143,0.343,0.405,0.579,flood,meters
EUR_FLOO_214946,69.74,19.61,1.381,1.696,2.086,0.285,0.3,0.613,flood,meters
EUR_FLOO_214947,69.74,19.7,1.379,1.689,2.266,0.322,0.407,0.57,flood,meters
EUR_FLOO_214948,69.74,19.79,1.481,1.747,2.187,0.303,0.426,0.551,flood,meters
EUR_FLOO_214949,69.74,19.88,1.377,1.665,2.021,0.319,0.254,0.514,flood,meters
EUR_FLOO_214950,69.74,19.97,1.608,1.891,2.523,0.26,0.451,0.748,flood,meters
EUR_FLOO_214951,69.74,20.06,1.587,1.856,2.41,0.243,0.389,0.605,flood,meters
EUR_FLOO_214952,69.74,20.15,1.374,1.594,1.989,0.338,0.386,0.434,flood,meters
EUR_FLOO_214953,69.74,20.24,1.654,1.912,2.526,0.382,0.345,0.603,flood,meters
EUR_FLOO_214954,69.74,20.33,1.381,1.639,2.074,0.24,0.333,0.444,flood,meters
EUR_FLOO_214955,69.74,20.42,1.497,1.869,2.251,0.344,0.44,0.602,flood,meters
EUR_FLOO_214956,69.74,20.51,1.478,1.83,2.209,0.29,0.29,0.445,flood,meters
EUR_FLOO_214957,69.74,20.6,1.611,1.986,2.67,0.301,0.359,0.581,flood,meters
EUR_FLOO_214958,69.74,20.69,1.489,1.852,2.239,0.264,0.345,0.471,flood,meters
EUR_FLOO_214959,69.74,20.78,1.661,1.952,2.486,0.279,0.377,0.641,flood,meters
EUR_FLOO_214960,69.74,20.87,1.591,1.852,2.412,0.357,0.393,0.523,flood,meters
EUR_FLOO_214961,69.74,20.96,1.543,1.774,2.136,0.366,0.423,0.452,flood,meters
EUR_FLOO_214962,69.74,21.05,1.72,2.146,2.811,0.286,0.477,0.809,flood,meters
EUR_FLOO_214963,69.74,21.14,1.582,1.846,2.272,0.345,0.343,0.531,flood,meters
EUR_FLOO_214964,69.74,21.23,1.464,1.772,2.295,0.265,0.304,0.653,flood,meters
EUR_FLOO_214965,69.74,21.32,1.598,1.959,2.419,0.373,0.462,0.597,flood,meters
EUR_FLOO_214966,69.74,21.41,1.477,1.824,2.387,0.358,0.352,0.618,flood,meters
EUR_FLOO_214967,69.74,21.5,1.538,1.908,2.567,0.336,0.349,0.735,flood,meters
EUR_FLOO_214968,69.74,21.59,1.492,1.784,2.293,0.311,0.3,0.487,flood,meters
EUR_FLOO_214969,69.74,21.68,1.466,1.803,2.33,0.332,0.411,0.517,flood,meters
EUR_FLOO_214970,69.74,21.77,1.528,1.777,2.335,0.331,0.292,0.523,flood,meters
EUR_FLOO_214971,69.74,21.86,1.603,1.894,2.393,0.271,0.331,0.609,flood,meters
EUR_FLOO_214972,69.74,21.95,1.612,1.926,2.49,0.357,0.444,0.729,flood,meters
EUR_FLOO_214973,69.74,22.04,1.613,1.902,2.447,0.258,0.294,0.648,flood,meters
EUR_FLOO_214974,69.74,22.13,1.402,1.639,2.02,0.294,0.339,0.497,flood,meters
EUR_FLOO_214975,69.74,22.22,1.459,1.783,2.202,0.254,0.35,0.58,flood,meters
EUR_FLOO_214976,69.74,22.31,1.586,1.85,2.342,0.252,0.409,0.478,flood,meters
EUR_FLOO_214977,69.74,22.4,1.479,1.702,2.283,0.238,0.405,0.511,flood,meters
EUR_FLOO_214978,69.74,22.49,1.395,1.671,2.065,0.306,0.272,0.442,flood,meters
EUR_FLOO_214979,69.74,22.58,1.612,1.997,2.451,0.262,0.308,0.621,flood,meters
EUR_FLOO_214980,69.74,22.67,1.511,1.856,2.399,0.362,0.31,0.529,flood,meters
EUR_FLOO_214981,69.74,22.76,1.46,1.684,2.27,0.23,0.267,0.581,flood,meters
EUR_FLOO_214982,69.74,22.85,1.525,1.883,2.536,0.307,0.417,0.735,flood,meters
EUR_FLOO_214983,69.74,22.94,1.582,1.923,2.394,0.248,0.306,0.499,flood,meters
EUR_FLOO_214984,69.74,23.03,1.608,1.91,2.342,0.36,0.462,0.504,flood,meters
EUR_FLOO_214985,69.74,23.12,1.511,1.84,2.483,0.36,0.309,0.708,flood,meters
EUR_FLOO_214986,69.74,23.21,1.551,1.895,2.5,0.263,0.374,0.686,flood,meters
EUR_FLOO_214987,69.74,23.3,1.593,1.938,2.457,0.389,0.341,0.696,flood,meters
EUR_FLOO_214988,69.74,23.39,1.674,2.081,2.651,0.364,0.454,0.564,flood,meters
EUR_FLOO_214989,69.74,23.48,1.603,1.894,2.421,0.4,0.332,0.53,flood,meters
EUR_FLOO_214990,69.74,23.57,1.42,1.7,2.088,0.245,0.355,0.496,flood,meters
EUR_FLOO_214991,69.74,23.66,1.438,1.787,2.358,0.34,0.269,0.698,flood,meters
EUR_FLOO_214992,69.74,23.75,1.566,1.811,2.444,0.243,0.44,0.598,flood,meters
EUR_FLOO_214993,69.74,23.84,1.557,1.939,2.331,0.382,0.434,0.495,flood,meters
EUR_FLOO_214994,69.74,23.93,1.685,2.094,2.603,0.355,0.499,0.613,flood,meters
EUR_FLOO_214995,69.74,24.02,1.629,1.968,2.536,0.295,0.381,0.65,flood,meters
EUR_FLOO_214996,69.74,24.11,1.46,1.777,2.231,0.258,0.291,0.612,flood,meters
EUR_FLOO_214997,69.74,24.2,1.553,1.934,2.542,0.359,0.424,0.601,flood,meters
EUR_FLOO_214998,69.74,24.29,1.716,2.042,2.504,0.277,0.337,0.592,flood,meters
EUR_FLOO_214999,69.74,24.38,1.441,1.761,2.333,0.268,0.371,0.553,flood,meters
EUR_FLOO_215000,69.74,24.47,1.627,1.944,2.58,0.314,0.427,0.736,flood,meters
EUR_FLOO_215001,69.74,24.56,1.662,2.004,2.415,0.414,0.391,0.589,flood,meters
EUR_FLOO_215002,69.74,24.65,1.493,1.756,2.356,0.283,0.42,0.582,flood,meters
EUR_FLOO_215003,69.74,24.74,1.527,1.758,2.223,0.261,0.412,0.586,flood,meters
EUR_FLOO_215004,69.74,24.83,1.631,1.894,2.291,0.319,0.3,0.526,flood,meters
EUR_FLOO_215005,69.74,24.92,1.505,1.749,2.221,0.233,0.3,0.551,flood,meters
EUR_FLOO_215006,69.74,25.01,1.755,2.105,2.797,0.375,0.46,0.639,flood,meters
EUR_FLOO_215007,69.74,25.1,1.799,2.079,2.525,0.441,0.496,0.589,flood,meters
EUR_FLOO_215008,69.74,25.19,1.817,2.199,2.701,0.306,0.459,0.793,flood,meters
EUR_FLOO_215009,69.74,25.28,1.534,1.84,2.461,0.287,0.454,0.508,flood,meters
EUR_FLOO_215010,69.74,25.37,1.713,2.124,2.823,0.419,0.359,0.587,flood,meters
EUR_FLOO_215011,69.74,25.46,1.702,1.971,2.525,0.409,0.428,0.602,flood,meters
EUR_FLOO_215012,69.74,25.55,1.562,1.822,2.37,0.274,0.325,0.574,flood,meters
EUR_FLOO_215013,69.74,25.64,1.869,2.292,2.977,0.311,0.402,0.674,flood,meters
EUR_FLOO_215014,69.74,25.73,1.786,2.224,2.872,0.297,0.408,0.629,flood,meters
EUR_FLOO_215015,69.74,25.82,1.838,2.248,3.003,0.417,0.43,0.868,flood,meters
EUR_FLOO_215016,69.74,25.91,1.87,2.322,3.018,0.458,0.438,0.807,flood,meters
EUR_FLOO_215017,69.74,26.0,1.661,1.966,2.633,0.304,0.341,0.578,flood,meters
EUR_FLOO_215018,69.74,26.09,1.836,2.166,2.617,0.41,0.494,0.609,flood,meters
EUR_FLOO_215019,69.74,26.18,1.539,1.822,2.411,0.298,0.419,0.623,flood,meters
EUR_FLOO_215020,69.74,26.27,1.567,1.913,2.326,0.242,0.454,0.599,flood,meters
EUR_FLOO_215021,69.74,26.36,1.663,1.997,2.454,0.335,0.415,0.678,flood,meters
EUR_FLOO_215022,69.74,26.45,1.632,1.938,2.464,0.405,0.431,0.716,flood,meters
EUR_FLOO_215023,69.74,26.54,1.683,1.982,2.552,0.318,0.314,0.625,flood,meters
EUR_FLOO_215024,69.74,26.63,1.709,2.016,2.68,0.335,0.317,0.701,flood,meters
EUR_FLOO_215025,69.74,26.72,1.712,1.993,2.508,0.333,0.38,0.74,flood,meters
EUR_FLOO_215026,69.74,26.81,1.658,2.017,2.593,0.271,0.444,0.72,flood,meters
EUR_FLOO_215027,69.74,26.9,1.778,2.076,2.553,0.271,0.368,0.678,flood,meters
EUR_FLOO_215028,69.74,26.99,1.812,2.246,2.712,0.375,0.495,0.554,flood,meters
EUR_FLOO_215029,69.74,27.08,1.639,1.9,2.317,0.317,0.311,0.496,flood,meters
EUR_FLOO_215030,69.74,27.17,1.748,2.078,2.563,0.273,0.454,0.753,flood,meters
EUR_FLOO_215031,69.74,27.26,1.769,2.15,2.863,0.391,0.483,0.765,flood,meters
EUR_FLOO_215032,69.74,27.35,1.82,2.14,2.691,0.326,0.454,0.618,flood,meters
EUR_FLOO_215033,69.74,27.44,1.749,2.128,2.752,0.346,0.462,0.736,flood,meters
EUR_FLOO_215034,69.74,27.53,1.559,1.921,2.442,0.241,0.346,0.509,flood,meters
EUR_FLOO_215035,69.74,27.62,1.527,1.845,2.452,0.35,0.426,0.583,flood,meters
EUR_FLOO_215036,69.74,27.71,1.559,1.835,2.289,0.373,0.448,0.613,flood,meters
EUR_FLOO_215037,69.74,27.8,1.665,1.98,2.673,0.289,0.352,0.672,flood,meters
EUR_FLOO_215038,69.74,27.89,1.666,1.952,2.374,0.321,0.358,0.645,flood,meters
EUR_FLOO_215039,69.74,27.98,1.633,1.994,2.639,0.282,0.489,0.671,flood,meters
EUR_FLOO_215040,69.74,28.07,1.644,1.976,2.478,0.39,0.319,0.592,flood,meters
EUR_FLOO_215041,69.74,28.16,1.74,2.072,2.736,0.415,0.36,0.744,flood,meters
EUR_FLOO_215042,69.74,28.25,1.734,2.128,2.644,0.402,0.384,0.533,flood,meters
EUR_FLOO_215043,69.74,28.34,1.687,1.973,2.601,0.372,0.354,0.696,flood,meters
EUR_FLOO_215044,69.74,28.43,1.611,1.896,2.508,0.375,0.415,0.675,flood,meters
EUR_FLOO_215045,69.74,28.52,1.591,1.96,2.525,0.336,0.352,0.532,flood,meters
EUR_FLOO_215046,69.74,28.61,1.704,1.978,2.486,0.359,0.466,0.622,flood,meters
EUR_FLOO_215047,69.74,28.7,1.599,1.893,2.547,0.283,0.45,0.607,flood,meters
EUR_FLOO_215048,69.74,28.79,1.783,2.09,2.625,0.291,0.468,0.645,flood,meters
EUR_FLOO_215049,69.74,28.88,1.491,1.738,2.273,0.362,0.278,0.479,flood,meters
EUR_FLOO_215050,69.74,28.97,1.723,1.988,2.445,0.312,0.456,0.492,flood,meters
EUR_FLOO_215051,69.74,29.06,1.627,1.881,2.312,0.297,0.458,0.667,flood,meters
EUR_FLOO_215052,69.74,29.15,1.48,1.804,2.314,0.241,0.358,0.563,flood,meters
EUR_FLOO_215053,69.74,29.24,1.579,1.827,2.315,0.245,0.379,0.564,flood,meters
EUR_FLOO_215054,69.74,29.33,1.466,1.732,2.102,0.31,0.383,0.619,flood,meters
EUR_FLOO_215055,69.74,29.42,1.771,2.115,2.806,0.416,0.435,0.806,flood,meters
EUR_FLOO_215056,69.74,29.51,1.664,1.968,2.366,0.279,0.477,0.647,flood,meters
EUR_FLOO_215057,69.74,29.6,1.573,1.836,2.447,0.354,0.349,0.689,flood,meters
EUR_FLOO_215058,69.74,29.69,1.58,1.923,2.322,0.369,0.291,0.482,flood,meters
EUR_FLOO_215059,69.74,29.78,1.441,1.667,2.046,0.293,0.325,0.489,flood,meters
EUR_FLOO_215060,69.74,29.87,1.554,1.898,2.495,0.329,0.363,0.593,flood,meters
EUR_FLOO_215061,69.74,29.96,1.544,1.803,2.198,0.345,0.397,0.563,flood,meters
EUR_FLOO_215062,69.74,30.05,1.652,2.005,2.568,0.393,0.497,0.576,flood,meters
EUR_FLOO_215063,69.74,30.14,1.391,1.631,2.172,0.339,0.356,0.457,flood,meters
EUR_FLOO_215064,69.74,30.23,1.635,1.901,2.406,0.328,0.413,0.531,flood,meters
EUR_FLOO_215065,69.74,30.32,1.415,1.749,2.326,0.316,0.359,0.626,flood,meters
EUR_FLOO_215066,69.74,30.41,1.591,1.93,2.5,0.35,0.386,0.59,flood,meters
EUR_FLOO_215067,69.74,30.5,1.335,1.662,2.183,0.225,0.361,0.652,flood,meters
EUR_FLOO_215068,69.74,30.59,1.39,1.712,2.195,0.28,0.427,0.615,flood,meters
EUR_FLOO_215069,69.74,30.68,1.362,1.608,1.992,0.251,0.352,0.486,flood,meters
EUR_FLOO_215070,69.74,30.77,1.483,1.758,2.299,0.31,0.354,0.477,flood,meters
EUR_FLOO_215071,69.74,30.86,1.62,1.982,2.642,0.347,0.467,0.65,flood,meters
EUR_FLOO_215072,69.74,30.95,1.437,1.695,2.084,0.242,0.313,0.438,flood,meters
EUR_FLOO_215073,69.74,31.04,1.355,1.664,2.039,0.215,0.271,0.573,flood,meters
EUR_FLOO_215074,69.74,31.13,1.537,1.817,2.376,0.237,0.289,0.628,flood,meters
EUR_FLOO_215075,69.74,31.22,1.311,1.522,1.998,0.273,0.339,0.405,flood,meters
EUR_FLOO_215076,69.74,31.31,1.353,1.691,2.22,0.215,0.286,0.57,flood,meters
EUR_FLOO_215077,69.74,31.4,1.483,1.824,2.307,0.364,0.395,0.643,flood,meters
EUR_FLOO_215078,69.74,31.49,1.449,1.804,2.262,0.236,0.44,0.56,flood,meters
EUR_FLOO_215079,69.74,31.58,1.565,1.829,2.34,0.31,0.383,0.695,flood,meters
EUR_FLOO_215080,69.74,31.67,1.45,1.753,2.23,0.291,0.279,0.566,flood,meters
EUR_FLOO_215081,69.74,31.76,1.317,1.584,2.052,0.28,0.361,0.61,flood,meters
